category,category_id,job_title,company,location,salary_range,skills_text,contract_type,date_posted,job_url,job_id
IT/Telecom,106,Senior Network & Security Engineer,"UMB AG, Zweigniederlassung Volketswil",Volketswil,CHF 95375 - 135375 (jobs.ch estimate),"Unternehmensbeschreibung Wir sind ein grossartiges Team und werden immer wieder von Great Place to Work als beste Arbeitgeberin ausgezeichnet. Dir fehlt Wertschätzung? Wir sind bekannt für unsere positive Feedback-Kultur. Du möchtest beruflich weiterkommen? Dann profitiere von grosszügigen Weiterbildungsbudgets und fast unbegrenzten Karriere- und Veränderungsmöglichkeiten im IT-Universum von UMB. Du hast keine Ahnung, was im Betrieb läuft? Wir informieren offen und ehrlich, was geht. Es gibt 1000 Gründe, bei UMB zu arbeiten. Bewirb dich jetzt, und erfahre mehr. Stellenbeschreibung Betreuung, Wartung und kontinuierliche Weiterentwicklung komplexer Netzwerkinfrastrukturen Aufbau, Konfiguration und Betrieb moderner Firewall-Systeme im Rahmen Ihrer Tätigkeit als Network & Security Engineer Planung, Design und Umsetzung von WLAN- und LAN-Netzwerken Analyse und Behebung von Netzwerkstörungen (Troubleshooting) Eigenverantwortliches Incident- und Change-Management im Netzwerkumfeld Technische Leitung und Koordination virtueller Projektteams bei Netzwerkprojekten Entwicklung und Implementierung von Automatisierungslösungen zur Optimierung von Betriebsabläufen Technische Unterstützung unserer Sales-Teams im Pre-Sales-Prozess Qualifikationen Abschluss (FH/ETH/TS) in Informatik, Telekommunikation oder gleichwertiger Erfahrung Erfahrung bei einem IT-Dienstleister ist von Vorteil Fundierte Fachkenntnisse in den Bereichen Perimeter Security, Routing & Switching, VPN, TCP/IP, WLAN Ausbildungen oder Zertifizierungen von Cisco & Fortinet. Optional weitere wie HPE oder Alcatel Lucent Entwicklungserfahrung von Vorteil Dein Deutsch ist stilsicher, und du schreibst und sprichst Englisch Zusätzliche Informationen Du arbeitest selbstständig und hast Eigenmotivation Du bist ein Teamplayer Du hast analytische Fähigkeiten und eine rasche Auffassungsgabe Qualität ist dir besonders wichtig Auch darum solltest du dich gleich jetzt bewerben. Jeden Tag im Stau? Homeoffice ist bei uns fester Bestandteil der Unternehmenskultur. Mal eine Auszeit? Bei UMB sind bis zu 9 Wochen Ferien möglich. Immer nur arbeiten? Unsere grossartigen Events sind branchenweit bekannt. Wir tun alles, um den Teamzusammenhalt zu fördern. Jetzt bewerben, und mehr über die 1000 Gründe erfahren, bei der besten Arbeitgeberin der Schweiz zu arbeiten. Als beste Arbeitgeberin der Schweiz finden wir unsere neuen Kolleginnen und Kollegen meistens über Empfehlungen – und sonst über Stelleninserate. Deshalb bitte keine Dossiers von Personalvermittlern, Danke.",Hybrid,2026-04-18T10:57:13+02:00,https://www.jobs.ch/en/vacancies/detail/7534777d-29b8-4f1d-9560-5a1e84315cc8/,7534777d-29b8-4f1d-9560-5a1e84315cc8
Finance/Trusts/Real Estate,101,Gérant.e d'immeubles,Mobimo Management SA,Lausanne,CHF 65000 - 105000 (jobs.ch estimate),"La passion de l'immobilier, c'est ce qui distingue Mobimo. Avec son portefeuille, qui se compose de biens résidentiels et commerciaux, jusqu'à des quartiers entiers dont notamment le Quartier du Flon à Lausanne, ainsi que ses projets de développement, elle est l'une des plus importantes sociétés immobilières Suisses. Mobimo emploie environ 180 personnes. Suite au départ de la titulaire, nous recherchons activement notre futurêž e Gérant.e d'immeubles 100 % Votre mission Assurer la bonne gestion administrative et locative du portefeuille des immeubles Quartier du Flon Planifier, établir et assurer le suivi des états des lieux Etablir baux, avenants, notifications de hausse de loyer, notifications et gestion du suivi des résiliations Effectuer des visites d'objets en location, visite du parc immobilier avec l'évaluateur indépendant Assurer le suivi des demandes des locataires, ouverture et suivi des sinistres Préparation, gestion et tenue des budgets des immeubles Traiter les rappels, gérer et suivre les dossiers juridiques et contentieux Mise à jour des statistiques et reporting En collaboration avec Mobimo FM, évaluation de la conciergerie, planification des travaux de rénovations techniques et suivi de l'exécution, négociation des contrats d'entretien des immeubles Formateur de notre apprenti CFC de commerce en branche immobilière Votre profil CFC employé de commerce, avec formations complémentaires dans le domaine de l'immobilier, brevet fédéral de gérant d'immeubles un atout Plusieurs années d'expérience en gérance Langue maternelle française, allemand/anglais un plus Excellente maîtrise de MS Office, MS Dynamics/XRM, Garaio REM Aisance en communication, facilité dans les contacts, autonomie, orientation client et service Votre chance Un poste varié et polyvalent vous attend au sein d'une société immobilière cotée en bourse, en pleine croissance et jouissant d'une excellente position sur le marché. Notre culture se veut ouverte et orientée solutions, où l'esprit d'entreprise est activement présent. Nous offrons une infrastructure moderne dans le quartier animé du Flon à Lausanne, et des conditions de travail attrayantes. Avons-nous éveillé votre intérêt? Madame Viviane Mettraux, HR Business Partner se tient à disposition et se réjouit de recevoir votre dossier de candidature complet sur mobimo.ch/carrière. Postuler maintenant Les recruteurs sont priés de nous contacter au plus tôt deux semaines après la publication de l'annonce. Mobimo Management SA - Une société du Groupe Mobimo Rue de Genève 7 | CH-1001 Lausanne | Tél. +41 21 341 12 12 | www.mobimo.ch | Linkedin",On-site,2026-04-19T02:00:10+02:00,https://www.jobs.ch/en/vacancies/detail/55559150-1dd3-41e5-bbe8-a53e9665abf9/,55559150-1dd3-41e5-bbe8-a53e9665abf9
Finance/Trusts/Real Estate,101,Comptable (60% à 80%),W Talent,Fribourg,,"Nous recrutons pour notre client, une petite structure basée à Fribourg, un(e) comptable afin de renforcer son équipe (taux entre 60% et 80%). Vous évoluerez dans un environnement à taille humaine, offrant polyvalence et autonomie. Vos missions Gestion de la comptabilité créanciers et débiteurs Bouclements mensuels et annuels Établissement des décomptes Suivi des opérations comptables courantes Collaboration étroite avec la direction Votre profil CFC d’employé/e de commerce, diplôme de comptable ou formation jugée équivalente Première expérience dans un poste similaire souhaitée Capacité à devenir rapidement autonome Travail structuré, efficace et précis, avec un fort sens du détail Langue maternelle française Voie du Chariot 3 1003 Lausanne",On-site,2026-04-19T02:00:10+02:00,https://www.jobs.ch/en/vacancies/detail/00d63e4b-4850-4e58-884e-186483f488c9/,00d63e4b-4850-4e58-884e-186483f488c9
Finance/Trusts/Real Estate,101,Boursier.ère communal.e à 80%,Administration communale de Denges,1026 Denges,CHF 77000 - 99750 (jobs.ch estimate),"La Commune de Denges, située dans le district de Morges, a connu une croissance soutenue ces vingt dernières années et compte aujourd’hui environ 1’850 habitantes et habitants. Bien ancrée dans sa région, la Commune s’appuie sur une administration de proximité, composée d’une équipe stable et expérimentée. Avec un budget de CHF 9 à 10 millions et des investissements importants, la transition vers le modèle comptable MCH2 marque un tournant-clé qui lui demande de renforcer son pilotage financier. Dans ce contexte, la Commune souhaite internaliser la bourse communale, jusqu’ici externalisée à un expert-comptable depuis une trentaine d’années. Le poste s’inscrit au cœur de cette transformation stratégique. Suite à une évolution structurelle et à l’internalisation de la fonction, la Municipalité de Denges recherche son ou sa futur(e) Boursier.ère communal.e à 80% Votre mission : Piloter les transitions de la gestion comptable et financière d’une collectivité Rattaché·e à la Municipalité, vous assumez la responsabilité complète de la gestion comptable et financière de la Commune tout en structurant durablement la fonction. Dans un contexte de création de poste, votre mission consiste à faire évoluer une fonction historiquement externalisée en un véritable service financier interne, fiable et orienté vers une amélioration continue des processus. Véritable responsable opérationnel et partenaire de la Municipalité, vous jouez également un rôle actif dans la structuration et la gestion de l’environnement informatique, en particulier l’exploitation du logiciel comptable. Vos responsabilités Piloter la transition vers le modèle comptable MCH2, impliquant une refonte du plan comptable et une évolution des pratiques. Accompagner la Municipalité dans la compréhension et l’appropriation de ces changements. Assurer l’internalisation de la fonction et la gestion complète des finances communales (budget, comptabilité, bouclement, trésorerie, investissements). Garantir la fiabilité des données financières et la conformité aux exigences légales. Mettre en place des outils de pilotage financier et des indicateurs permettant de sécuriser les décisions. Assumer un rôle actif de conseil et de garde-fou financier auprès de la Municipalité. Coordonner les relations avec les partenaires externes (Canton, préfecture, banques, fiduciaire, organe de révision). Assurer la gestion des taxes, le suivi des débiteurs et le contentieux. Conduire la digitalisation des processus, notamment via l’optimisation du logiciel Citizen (T2i) et la mise en place progressive d’une GED. Assurer un rôle de référent interne pour les outils informatiques, en lien avec un prestataire externe. Collaborer étroitement avec les services de l’administration afin d’assurer la cohérence des flux financiers. Votre profil Une solide formation en finance et comptabilité (Brevet fédéral ou équivalent). Formation continue en finance publique, un atout. Un riche parcours professionnel en finance et comptabilité combinant fiduciaire, secteur public, secteur privé. Expérience dans les finances publiques communales, un sérieux atout. Expérience de transition vers de nouvelles normes comptables, idéalement MCH2. Une capacité à conjuguer prise de recul stratégique et sens opérationnel. Une posture affirmée et ajustée permettant de s’imposer avec justesse dans un environnement établi. Une capacité à poser un cadre structurant et à faire évoluer les pratiques. Une capacité à vulgariser des enjeux financiers complexes. Bonne compréhension du fonctionnement des institutions communales et du tissu régional. Aisance avec les outils informatiques et les logiciels métier (notamment Citizen, T2i) Attractivité du poste L’opportunité de créer et structurer un rôle central au sein d’une commune à taille humaine. Un rôle complet alliant réflexion stratégique, approche consultative et responsabilité opérationnelle. La conduite d’une double transition (internalisation d’une fonction et changement de plan comptable). Une collaboration étroite avec une Municipalité impliquée et une équipe engagée. Une entrée en fonction au 1er septembre 2026 Le poste vous intéresse ? Merci de transmettre votre dossier de candidature exclusivement par voie électronique, sous la forme de deux fichiers distincts : – votre CV – un fichier PDF unique regroupant votre lettre de motivation et les documents usuels. Délai de postulation : 19 avril 2026. Pour des renseignements sur le poste, Madame Joëlle Bédat, Gouvernance RH, 076 310 32 06 Rte du Lac 2a 1026 Denges",On-site,2026-04-19T02:00:10+02:00,https://www.jobs.ch/en/vacancies/detail/21d78222-0e57-4337-85ab-3c13cc044b13/,21d78222-0e57-4337-85ab-3c13cc044b13
Finance/Trusts/Real Estate,101,GE - Comptable en Immobilier,Naef Immobilier SA,Petit-Lancy,,"Les valeurs d’engagement, d’innovation, de communauté et d’autonomie vous animent ? Et si vous veniez leur donner tout leur sens en rejoignant Naef Immobilier ? Animés par une démarche foncièrement durable, nous nous engageons pour construire un futur responsable et ce depuis 1881. Nos 9 agences sont implantées dans les principales villes romandes, et nous mettons chaque jour nos compétences, nos ressources et notre réseau en action pour donner de l’ampleur aux projets immobiliers de nos clients, et mettons leur sérénité au centre de nos priorités. Nos 500 collaborateurs déploient chaque jour leur expertise et leur dynamisme à travers tous les métiers de l’immobilier : du pilotage de promotions immobilières à la gérance, en passant par le courtage, l’administration de PPE, l’immobilier commercial et d’investissement. Nos filiales complètent cette offre grâce à leurs services d’expertise immobilière, de réalisation et de suivi de projets architecturaux. Intégrez aujourd’hui une équipe accueillante, humaine et créative ! GE - Comptable en Immobilier Vos missions Tenue de la comptabilité des immeubles locatifs optés ou non. (en comptes de tiers) Etablissement et justification du bilan et du compte de résultat. Etablissement des décomptes TVA. Assurer le bouclement des décomptes de chauffage et frais accessoires : saisies comptables, contrôle des décomptes, bouclements définitifs, ristournes et réajustements, gestion des contestations et réclamations Gérer les factures : imputation, saisie, paiement Traiter des reportings mensuels, trimestriels, et annuels Facturer les travaux locataires et établir les décomptes locataires Traiter mensuellement des réconciliations bancaires Être une des personnes de contact au niveau de la comptabilité pour l’ensemble de la clientèle : propriétaires, et locataires, Gérer les demandes des locataires et des réclamations écrites, établir diverses correspondances. Profil recherché 5 ans d’expérience dans le domaine de la comptabilité immobilière, La connaissance du logiciel QUORUM serait un véritable atout Autonome, organisé-e et à l’aise dans le contact avec la clientèle Très bonne maîtrise d’Excel Capacité à adapter son activité en fonction des priorités Excellente maîtrise du français ; la connaissance de l’allemand serait un atout Nous offrons : Un environnement de travail moderne et agréable, Des conditions d’engagement et des avantages sociaux attractifs, Des horaires flexibles. Télétravail possible (1-2 jours par semaine) Taux d’activité : 100% Date d’entrée : dès que possible Intéressé-e à nous rejoindre ? Postulez dès à présent en ligne, nous nous réjouissons de recevoir votre candidature. Esplanade de Surville 2 1213 Petit-Lancy",On-site,2026-04-19T02:00:10+02:00,https://www.jobs.ch/en/vacancies/detail/5d9140f5-df91-4a75-9e52-910333fd83fc/,5d9140f5-df91-4a75-9e52-910333fd83fc
Finance/Trusts/Real Estate,101,Responsable de mandats en fiduciaire,CPF SA - Conseil Placement Formation,1260 Nyon,CHF 110000,"CPF SA - Conseil Placement Formation, fondé en 1998 , est un cabinet expert dans les ressources humaines et le conseil RH en entreprise. Nous recrutons et sélectionnons des collaborateurs, des spécialistes, des cadres et des dirigeants pour les emplois du tertiaire. ************************** N'hésitez pas à lire les commentaires de nos clients sur Google ! ************************** Nous recherchons pour notre client un(e) : Responsable de mandats en fiduciaire Missions : Conseil et développement du contact avec la clientèle Tenue et bouclement des comptes de sociétés et d'indépendants Fiscalité PP et PM Audit si désiré Profil : 28 - 52 ans Brevet fédéral de spécialiste en finance et comptabilité ou équivalent Minimum 4-5 ans d'expérience professionnelle en fiduciaire (comptabilité de A à Z, salaires, TVA, fiscalité pp et pm, etc.) Coaching d'une petite équipe Maîtrise des outils informatiques usuels Personne motivée, de confiance, autonome et organisée Si vous correspondez à ce profil, envoyez-nous au plus vite votre dossier de candidature complet ! Rue Centrale 6 1003 Lausanne",On-site,2026-04-19T02:00:10+02:00,https://www.jobs.ch/en/vacancies/detail/3c7051ef-64e9-474c-89f5-6781917293c2/,3c7051ef-64e9-474c-89f5-6781917293c2
Finance/Trusts/Real Estate,101,Gestionnaire locations,Comptoir Immobilier SA,Genève,CHF 69550 - 104000 (jobs.ch estimate),"Le Groupe Comptoir Immobilier est un leader dans le domaine des services immobiliers dont les origines remontent à 1825. Animé d’une culture à caractère familial et humain, nous comptons aujourd’hui plus de 380 collaborateurs répartis entre le siège à Genève et les différentes agences implantées dans les cantons de Vaud et Valais. Forts de notre expérience et de notre savoir-faire, nous proposons une gamme complète de services tels que la gérance, l’administration de PPE, la vente et estimation de tout type de biens, le pilotage de promotions et de projets architecturaux, les rénovations, ainsi que l’immobilier commercial et d’investissement. Professionnalisme, performance, sens du service et qualité de conseil constituent le fondement de nos valeurs, alliés à notre engagement en faveur du développement durable ainsi que à notre éthique fondée sur des relations de respect et de loyauté, gage de de notre réussite. Reconnu entreprise formatrice, le Comptoir Immobilier s’engage également à offrir à ses collaborateurs un environnement de travail stimulant et collaboratif en valorisant les compétences de chacun. Si vous vous identifiez à notre groupe, n’attendez plus : rejoignez-nous ! Nous recherchons aujourd'hui, pour notre agence de Genève, un Gestionnaire locations Vos principales responsabilités : Gestion locative d'un portefeuille d'immeubles ; Mise en location des biens ; Etablissement et négociation des baux à loyer ; Relocation ; Adaptation des loyers ; Représentation auprès des autorités lors de litiges ; Publication des annonces ; Contact avec les locataires, le propriétaire, les autorités et les concierges. Votre profil : CFC d’employé de commerce, Immobase/Immoplus un atout ; 2 à 3 années d'expérience minimum sur un poste similaire au sein d'une régie suisse ; Très bonnes connaissances du droit du bail ; Maîtrise des outils informatiques usuels, (Quorum, un atout) ; Excellente rédaction et orthographe irréprochable ; Personnalité agréable, méthodique, dynamique et proactive ; Aisance relationnelle, sens des priorités et du service client ; Suisse ou au bénéfice d’un permis valable. Nous offrons : L’opportunité de rejoindre une grande société familiale en plein développement ; Un environnement dynamique touchant aux différents métiers de l’immobilier ; Un cadre de travail agréable et proche de toutes les commodités ; Une rémunération attractive correspondant à vos compétences et performances ; 5 semaines de vacances ; Horaires flexibles ; Lieu de travail en centre-ville de Genève. Entrée : à convenir. Loyauté, performance, dynamisme et élégance sont les qualités d’esprit qui animent l’ensemble de nos collaborateurs. Si vous partagez également ces valeurs, nous serons ravis de découvrir votre dossier de candidature complet (CV, lettre de motivation, certificats de travail, diplômes) via JobUp uniquement. Dans ce document, le genre masculin est utilisé comme générique dans le seul but de ne pas alourdir le texte. Discrétion assurée. Seules les candidatures correspondant au profil recevront réponse. Cours de Rive 7 - Case postale 3753 1204 Genève",On-site,2026-04-19T02:00:10+02:00,https://www.jobs.ch/en/vacancies/detail/869bffae-e91d-45b1-abfd-4bea701e9b50/,869bffae-e91d-45b1-abfd-4bea701e9b50
Finance/Trusts/Real Estate,101,Comptable Junior (80%),Groupe Tavon,Moutier,,"\u003Ch2\u003EDescription de l'entreprise\u003C/h2\u003E \u003Cp\u003EÉtablissement de proximité solidement ancré dans sa région, Le Réseau de l'Arc offre une prise en charge complète des patient-es.\u003C/p\u003E \u003Cp\u003EIl comprend deux sites hospitaliers situés à Moutier et à Saint-Imier, six Medicentres et le Centre Médical Bienne (Medizinisches Zentrum Biel). Son offre de soins est complétée par un réseau d'ambulances, deux EMS, deux instituts de radiologie, un centre de thérapies physiques et cognitives, ainsi qu'un service d'hospitalisation à domicile.\u003C/p\u003E \u003Cp\u003EGrâce à son expertise multidisciplinaire au service des patient-es, le Réseau de l'Arc propose des prestations médicales à haute valeur ajoutée. Avec près de 1 250 collaborateur-rices, il répond aux besoins médicaux et hospitaliers d'une population d'environ 80 000 habitant-es.\u003C/p\u003E \u003Ch2\u003EDescription du poste\u003C/h2\u003E \u003Cp\u003EDans ce rôle, vous participez activement aux activités comptables du groupe Réseau de l'Arc SA et prenez en charge la comptabilité d'une ou plusieurs sociétés. Ce poste constitue une excellente opportunité pour développer vos compétences dans un environnement formateur et stimulant.\u003C/p\u003E \u003Cp\u003E \u003Cu\u003ENous vous offrons:\u003C/u\u003E \u003C/p\u003E \u003Cul\u003E \u003Cli\u003EUn poste varié, idéal pour débuter et évoluer en comptabilité\u003C/li\u003E \u003Cli\u003EUn encadrement de qualité avec un réel accompagnement\u003C/li\u003E \u003Cli\u003EUn environnement de travail agréable et collaboratif\u003C/li\u003E \u003Cli\u003EDes perspectives de développement professionnel\u003C/li\u003E \u003Cli\u003EDes conditions de rémunération attractives\u003C/li\u003E \u003C/ul\u003E \u003Cp\u003E \u003Cu\u003EVos tâches principales :\u003C/u\u003E \u003C/p\u003E \u003Cul\u003E \u003Cli\u003ETenue de la comptabilité courante\u003C/li\u003E \u003Cli\u003EBouclements mensuels et annuels (avec soutien si nécessaire)\u003C/li\u003E \u003Cli\u003ESuivi des liquidités, débiteurs et fournisseurs\u003C/li\u003E \u003Cli\u003EParticipation aux déclarations fiscales (TVA, impôts)\u003C/li\u003E \u003Cli\u003EParticipation aux révisions\u003C/li\u003E \u003Cli\u003EComptabilité analytique\u003C/li\u003E \u003Cli\u003EAide à l'établissement et au suivi des budgets\u003C/li\u003E \u003C/ul\u003E \u003Ch2\u003EQualifications\u003C/h2\u003E \u003Cul\u003E \u003Cli\u003EFormation en comptabilité (CFC d'employé-e de commerce, maturité commerciale ou équivalent)\u003C/li\u003E \u003Cli\u003EPremière expérience en comptabilité ou forte motivation à s'y développer\u003C/li\u003E \u003Cli\u003ERigueur, sens de l'organisation et esprit d'analyse\u003C/li\u003E \u003Cli\u003EAisance avec les outils informatiques\u003C/li\u003E \u003Cli\u003EEsprit d'équipe et envie d'apprendre\u003C/li\u003E \u003C/ul\u003E \u003Ch2\u003EInformations supplémentaires\u003C/h2\u003E \u003Cp\u003ENous offrons une activité variée et stimulante au sein d'un établissement dynamique en constante évolution. Les équipes bénéficient d'un encadrement professionnel de qualité ainsi que de réelles perspectives de développement de carrière et de très bonnes conditions de rémunération.\u003C/p\u003E \u003Cp\u003ENotre établissement attache une attention particulière à la diversité des parcours et promeut l'équité et l'inclusion. Les candidatures de professionnel-les issu-es de tous horizons sont les bienvenues.\u003C/p\u003E \u003Cp\u003E \u003Cstrong\u003EEntrée en fonction : De suite ou à convenir\u003C/strong\u003E \u003C/p\u003E \u003Cp\u003E \u003Cstrong\u003ELieu de travail : Moutier\u003C/strong\u003E \u003C/p\u003E \u003Cp\u003E \u003Cstrong\u003EPourcentage : 80%\u003C/strong\u003E \u003C/p\u003E \u003Cp\u003E \u003C/p\u003E",On-site,2026-04-19,https://www.jobs.ch/en/vacancies/detail/d34bdea0-fe2e-41e5-8507-40290fa9c2c3/,d34bdea0-fe2e-41e5-8507-40290fa9c2c3
Finance/Trusts/Real Estate,101,"Junior-Bewirtschafter Geschäftsliegenschaften 100% (w/m/d), Ref. 7056S",Wetzel Personalberatung AG,Stadt Zürich,,"Sie möchten Ihre Fähigkeiten in der Verwaltung von Geschäftsliegenschaften erweitern? Unser Kunde bietet Ihnen die ideale Position, um in einer spannenden Umgebung Fuss zu fassen. Aufgabengebiet Als Junior-Bewirtschafter betreuen Sie selbständig ein überschaubares Portfolio. Im Fokus stehen die zügige Wiedervermietung von gekündigten Geschäftsräumen und die nachhaltige Werterhaltung der Liegenschaften. Ihre Aufgaben: Sicherstellen von qualitativ hochstehenden Instandhaltungsarbeiten Betreuen und Koordinieren von Umbauprojekten Vornehmen von Mietzinsanpassungen Regelmässiger Kontakt, persönlich sowie schriftlich, mit Mietenden, Eigentümern, Handwerksunternehmen und Behörden Vertretung der Eigentümerinteressen bei rechtlichen Angelegenheiten Ausarbeitung von Reportings Mitwirken bei der Erstellung von Heiz- und Nebenkostenabrechnungen Bei Interesse: Mitwirkung an vielseitigen Projekten innerhalb des Unternehmens Ihre Stärken und Erfahrungen Zwei bis drei Jahre Berufserfahrung in der Bewirtschaftung von Geschäftsliegenschaften Sie bringen Interesse an der Weiterbildung zum Immobilienbewirtschafter mit eidg. Fachausweis mit oder befinden sich aktuell bereits in der Weiterbildung Selbständige, organisierte Arbeitsweise Verantwortungsbewusste Persönlichkeit Chance Ein kollegiales, wertschätzendes Team Spannende Tätigkeit mit viel Gestaltungsspielraum Fortschrittliche und moderne Anstellungsbedingungen Kostenloser Parkplatz Vielfältige Möglichkeiten zur Weiterbildung Interesse geweckt? Bereit für eine neue Herausforderung mit Zukunft? Simon Rohrer freut sich auf Ihre Bewerbungsunterlagen. Absolute Diskretion ist gewährleistet. Nicht das, was Sie suchen? Dann werfen Sie noch einen Blick auf unsere anderen Inserate auf der Homepage oder senden Sie uns Ihre Spontanbewerbung zu. Wetzel Personalberatung AG Herr Simon Rohrer HR Consultant 044 262 48 42 E-Mail schreiben",On-site,2026-04-19T03:00:00+02:00,https://www.jobs.ch/en/vacancies/detail/2fbaf0a1-30db-496d-af2f-bd108c911c9e/,2fbaf0a1-30db-496d-af2f-bd108c911c9e
Finance/Trusts/Real Estate,101,"Junior Immobilienbewirtschafter:in (m/w/d) Gewerbe eigentümerseitig, 80 - 100%",Intershop Management AG,Winterthur,,"Die Intershop Gruppe ist ein an der SIX Swiss Exchange kotiertes Immobilienunternehmen mit Sitz in Zürich, das im Schweizer Markt Mehrwerte schafft. Immobilien mit Entwicklungspotenzial werden in pulsierende Liegenschaften verwandelt und ehemalige Industrieareale zukunftsfähig umgenutzt. Unser Fokus liegt auf Büro- und Gewerbeflächen in urbanen Zentren in der ganzen Schweiz. Bereit für den nächsten Karriereschritt? Zur Verstärkung unseres Teams am Standort Oberwinterthur suchen wir nach Vereinbarung eine motivierte Persönlichkeit in der Position als Junior Immobilienbewirtschafter:in . Als zielstrebige Fachperson mit ersten Erfolgen in der Gewerbebewirtschaftung bietet sich Ihnen die Chance, Ihre bisherige Erfahrung in einem professionellen Umfeld einzubringen und weiter in die selbstständige Betreuung anspruchsvoller Areale hineinzuwachsen. Ihre Aufgaben Aktive Unterstützung bei dem Bewirtschaften von komplexen Büro- und Gewerbeliegenschaften – unter anderem «The Valley» - in der Region Winterthur und St. Gallen Mitarbeit bei der Betreuung der Mieterschaft sowie Sicherstellung einer hohen Servicequalität vor Ort Mitwirkung bei Mietvertragsverhandlungen, Erstellen der Mietverträge, Erfassung im Verwaltungssystem (AbaImmo) Aktive Mitarbeit bei der Optimierung digitaler Bewirtschaftungsprozesse und Tools Unterstützung bei der Durchführung von kleineren Bauprojekten Ihr Profil Kaufmännische Grundbildung (EFZ) Weiterbildung im Immobilienbereich oder Bereitschaft dazu Ausgewiesene Berufserfahrung (ca. 1 – 2 Jahre) in der Bewirtschaftung von Gewerbeimmobilien Erfahrung mit Abalmmo oder einer anderen Immobilienbewirtschaftungs-Software Hohe Lernbereitschaft und eine exakte Arbeitsweise Verhandlungssichere Deutsch- und gute Englischkenntnisse Wir bieten Eine verantwortungsvolle Position in einem motivierten, von gegenseitiger Unterstützung geprägten Team Spannendes Aufgabenspektrum garantiert steile Lernkurve Kurze Entscheidungswege in einem dynamischen Umfeld Förderung von Aus- und Weiterbildungen sowie Raum für fachliche und persönliche Weiterentwicklung Flexible Arbeitszeiten und Möglichkeit für Homeoffice Teamevents und vieles mehr… Fühlen Sie sich angesprochen? Dann freuen wir uns auf Ihre Bewerbung inkl. der vollständigen Bewerbungsunterlagen (PDF). E-Mail schreiben Intershop Management AG Frau Jelena Suter HR Manager 044 544 10 84 E-Mail schreiben",Hybrid,2026-04-19T03:00:00+02:00,https://www.jobs.ch/en/vacancies/detail/50d0840e-cb9e-49ed-9a2c-8270c1c3c54d/,50d0840e-cb9e-49ed-9a2c-8270c1c3c54d
